SB.spot,ACCESSION,refseq_gene_id,chromosome_number,chromosome_scaffold,stand,strat,end,gene_name,refseq_transcript_id
SB02018A2D05.f1,CK303762,100218667,15,NC_045014.1,+,105558,103930,SELENOM,XM_012578170.3
SB02015A1G05.f1,CK302249,100218667,15,NC_045014.1,+,105558,103930,SELENOM,XM_012578170.3
SB02007A1D12.f1,CK310797,100218667,15,NC_045014.1,+,105558,103930,SELENOM,XM_012578170.3
SB03036B1F07.f1,DV956674,100227335,15,NC_045014.1,+,191946,257348,AIFM3,XM_012578171.3
SB03041A1B08.f1,DV958203,100230228,10,NC_045009.1,+,8791003,8763112,SCG3,XM_012578183.3
SB02017B2D09.f1,CK303161,100230228,10,NC_045009.1,+,8791003,8763112,SCG3,XM_012578183.3
SB02014A2F05.f2,CK303518,100218607,17,NC_045015.1,+,273066,270480,LOC100218607,XM_012578225.3
SB02011A2F11.f1,CK312348,100192322,10,NC_045009.1,+,3900034,3879976,TPM1,XM_012578258.3
SB03017B2E08.f1,DV950629,100222557,10,NC_045009.1,+,10488890,10465793,USP8,XM_012578265.3
SB03045B2E09.f1,DV959882,105760961,17,NC_045015.1,+,8454735,8465931,PPP1R26,XM_012578275.3
SB02049A2D09.f1,CK309395,100220493,17,NC_045015.1,+,7659474,7635936,FAM163B,XM_012578279.3
SB010004001H07,CK234331,100220493,17,NC_045015.1,+,7659474,7635936,FAM163B,XM_012578279.3
SB03002A2E02.f1,DV945418,100220556,17,NC_045015.1,+,6643906,6655909,AIF1L,XM_012578281.3
SB03007A2C08.f1,DV947136,100219635,17,NC_045015.1,+,5296761,5300949,NAIF1,XM_012578285.3
SB02042A1H05.f1,CK306946,100223574,10,NC_045009.1,+,3767238,3785513,SHF,XM_012578296.3
SB03025B2C06.f2,DV953378,100224439,17,NC_045015.1,+,6748851,6794852,PRRC2B,XM_012578306.3
SB03046A2A08.f1.A,DV960009,100217655,17,NC_045015.1,-,6164064,6170457,TOR1B,XM_012578324.3
SB03009B1C08.f1,DV947911,100217655,17,NC_045015.1,+,6164064,6170457,TOR1B,XM_012578324.3
SB03043A2E08.f1,DV959010,100219282,17,NC_045015.1,+,9993650,9845945,DENND1A,XM_012578373.3
SB03034A2E11.f1,DV956029,100219282,17,NC_045015.1,+,9993650,9845945,DENND1A,XM_012578373.3
SB02046A1B10.f1,CK308252,100230747,17,NC_045015.1,+,9001151,9034194,CAMSAP1,XM_012578382.3
SB02048B1E10.f1,CK309127,100230747,17,NC_045015.1,+,9001151,9034194,CAMSAP1,XM_012578384.3
SB02033B2F02.f1,CK306334,100218299,17,NC_045015.1,+,8910231,8964608,NACC2,XM_012578387.3
SB03049B1A01.f1,DV961123,100232610,18,NC_045016.1,+,4272666,4283345,UTP6,XM_012578448.3
SB03046B2E10.f1,DV960222,100225023,18,NC_045016.1,+,3422046,3439497,CACNG5,XM_012578449.3
SB02010B1C12.f1,CK311881,100223125,18,NC_045016.1,+,3903579,3910953,DDX5,XM_012578455.3
SB010021000C12,CK235410,100223125,18,NC_045016.1,+,3903579,3910953,DDX5,XM_012578455.3
SB03010A1A01.f1,DV948060,100225916,18,NC_045016.1,-,3638091,3721296,PITPNC1,XM_012578470.3
SB03036A2H03.f1.A,DV956605,100227899,18,NC_045016.1,-,3900756,3882539,CEP95,XM_012578473.3
SB02013B1E12.f1,CK301817,100227899,18,NC_045016.1,+,3900756,3882539,CEP95,XM_012578473.3
SB03017A1H11.f1,DV950420,100230726,18,NC_045016.1,+,2790213,2809554,WIPI1,XM_012578483.3
SB010005001E03,CK235301,101233162,18,NC_045016.1,+,3918529,3964241,PECAM1,XM_012578488.3
SB03029B1B10.f1,DV954485,100230193,10,NC_045009.1,+,7585055,7617753,RAB27A,XM_012578499.3
SB03004A1C06.f1,DV946003,100230193,10,NC_045009.1,+,7585055,7617753,RAB27A,XM_012578499.3
SB03015A1G02.f1,DV949774,100225524,10,NC_045009.1,+,12060786,12029215,ABHD17C,XM_012578525.3
SB02024B1H02.f1,CK315329,100225524,10,NC_045009.1,-,12060786,12029215,ABHD17C,XM_012578525.3
SB03007B1D11.f1,DV947241,100225562,18,NC_045016.1,+,7020954,7052226,OGFOD3,XM_012578527.3
SB03022B1E10.f1,DV952274,100226443,10,NC_045009.1,+,5110338,5218038,OTUD7A,XM_012578530.3
SB02029A2H02.f1,CK305566,100227528,18,NC_045016.1,+,7925382,7930029,SRSF2,XM_012578548.3
SB03029B2E10.f1,DV954599,100220747,18,NC_045016.1,+,7754775,7711615,SEC14L1,XM_012578550.3
SB02020B1A06.f1,CK316943,100220745,18,NC_045016.1,+,8296891,8312356,SRP68,XM_012578559.3
SB02019A2C09.f1,CK316707,100220745,18,NC_045016.1,-,8296891,8312356,SRP68,XM_012578559.3
SB03002A1G09.f1,DV945359,100225602,18,NC_045016.1,+,8922052,8911047,NUP85,XM_012578581.3
SB02042A2B07.f1,CK306970,100218804,18,NC_045016.1,+,9585976,9580384,LOC100218804,XM_012578582.3
SB02017B1A01.f1,CK302961,100221658,18,NC_045016.1,+,9736241,9678514,SPAG9,XM_012578595.3
SB03050B1H06.f1,DV961545,100226592,18,NC_045016.1,+,10702611,10773693,ANKFN1,XM_012578604.3
SB03024A1E02.f1,DV952781,100230280,18,NC_045016.1,+,9563039,9578999,LUC7L3,XM_012578610.3
SB02039A1E05.f1,CK314278,100230280,18,NC_045016.1,+,9563039,9578999,LUC7L3,XM_012578610.3
SB02027B2H11.f1,CK305244,100230280,18,NC_045016.1,+,9563039,9578999,LUC7L3,XM_012578610.3
SB03014B1G02.f1,DV949619,100223724,18,NC_045016.1,+,8813962,8765263,TMEM94,XM_012578620.3
SB02049A1C11.f1,CK309292,100231324,18,NC_045016.1,+,10545783,10529143,MMD,XM_012578622.3
SB02013A2C08.f1,CK301855,100231324,18,NC_045016.1,+,10545783,10529143,MMD,XM_012578622.3
SB02044A2C10.f1,CK307673,100230329,18,NC_045016.1,+,8412540,8420193,WBP2,XM_012578623.3
SB02046A2G04.f1,CK308391,100218861,18,NC_045016.1,+,8882191,8887821,MIF4GD,XM_012578629.3
SB03018B2H10.f1,DV951016,100226960,26,NC_045024.1,-,3793410,3715176,PPFIA4,XM_030255737.2
SB03043A2H05.f1,DV959038,100226960,26,NC_045024.1,+,3793410,3715176,PPFIA4,XM_030255738.2
SB03048B1C07.f1,DV960797,100224964,26,NC_045024.1,+,4056542,4189523,PPP1R12B,XM_030255742.2
SB03028B2B04.f1,DV954217,100232520,1,NC_044998.1,+,4102947,4101276,ANAPC15,XM_030255768.2
SB03002B2H03.f1,DV945621,100232520,1,NC_044998.1,+,4102947,4101276,ANAPC15,XM_030255768.2
SB03028A2E06.f1,DV954089,100232690,26,NC_045024.1,+,5323201,5331753,RBM15,XM_030255773.2
SB03002A1A11.f1,DV945296,100232690,26,NC_045024.1,+,5323201,5331753,RBM15,XM_030255773.2
SB02039A1B11.f1,CK314249,100222063,26,NC_045024.1,+,5183219,5198472,STRIP1,XM_030255777.2
SB02048B1A04.f1,CK309090,100229702,26,NC_045024.1,+,5093165,5102985,AMPD2,XM_030255781.2
SB03049B1H02.f1,DV961200,100229702,26,NC_045024.1,+,5093165,5102985,AMPD2,XM_030255783.2
SB02047B1E10.f1,CK308792,100220199,26,NC_045024.1,+,5267343,5291974,KCNC4,XM_030255788.2
SB03006A2E11.f1,DV946809,100223138,1A,NC_044999.1,+,14806212,14876918,CPNE8,XM_030255795.2
SB010023000F08,CK235787,100223138,1A,NC_044999.1,+,14806212,14876918,CPNE8,XM_030255795.2
SB02048B2B07.f1,CK309189,115490595,26,NC_045024.1,+,5107085,5110354,LOC115490595,XM_030255809.2
SB02048A2G02.f1,CK309074,115490597,26,NC_045024.1,+,5362815,5359748,LAMTOR5,XM_030255811.2
SB03017A1B04.f1.A,DV950347,100227846,26,NC_045024.1,+,1218079,1229777,PHTF1,XM_030255817.2
SB02047B1E02.f1,CK308784,100227846,26,NC_045024.1,+,1218079,1229777,PHTF1,XM_030255818.2
SB02035A1C07.f1,CK306745,100227846,26,NC_045024.1,+,1218079,1229777,PHTF1,XM_030255818.2
SB02035A1H12.f1,CK312557,100219206,26,NC_045024.1,+,1306663,1329778,SRPK1,XM_030255827.2
SB03039A2A05.f1,DV957583,100224951,26,NC_045024.1,+,1230940,1242688,TBC1D22B,XM_030255829.2
SB02039B2D06.f1,CK314527,100227034,1A,NC_044999.1,+,14983159,14992697,GTSE1,XM_030255835.2
SB02007B1G05.f1,CK310922,752006,26,NC_045024.1,+,1754484,1787183,GRM4,XM_030255844.2
SB02039A2A03.f1,CK314317,100220135,26,NC_045024.1,+,5747292,5735092,MTCH1,XM_030255849.2
SB02003B2B04.f1,CK309692,100224003,26,NC_045024.1,+,4289854,4298003,RNPEP,XM_030255854.2
SB010017000G02,CK235341,100224003,26,NC_045024.1,+,4289854,4298003,RNPEP,XM_030255854.2
SB010004001F11,CK234320,100224668,26,NC_045024.1,+,2900753,2981264,NFASC,XM_030255856.2
SB02032A2D08.f2,CK314008,100189951,27,NC_045025.1,+,417451,405677,LIMD2,XM_030255880.2
SB010002000C09,CK234139,100189962,27,NC_045025.1,+,1766039,1756778,CWC25,XM_030255885.2
SB03005B1E02.f1,DV946535,100190281,27,NC_045025.1,+,2242350,2244108,PSMC3IP,XM_030255889.2
SB02044A2H08.f1,CK307718,100190281,27,NC_045025.1,+,2242350,2244108,PSMC3IP,XM_030255889.2
SB03011B1E05.f1,DV948623,100221214,1A,NC_044999.1,+,15177683,15013074,CELSR1,XM_030255891.2
SB02033B1G03.f1,CK306262,100190326,27,NC_045025.1,+,956107,961255,PHB,XM_030255893.2
SB03050B1E02.f1,DV961506,100221214,1A,NC_044999.1,+,15177683,15013074,CELSR1,XM_030255900.2
SB02031B2E08.f1,CK305975,100229355,27,NC_045025.1,+,4579906,4537555,TLK2,XM_030255901.2
SB03038A2G04.f1,DV957294,100230283,27,NC_045025.1,+,2213549,2205129,CNTNAP1,XM_030255911.2
SB03038B1C07.f1,DV957343,100227472,27,NC_045025.1,+,2192861,2204660,EZH1,XM_030255912.2
SB02007B2C10.f1,CK311029,115490613,27,NC_045025.1,+,3531836,3534196,CDK5R1,XM_030255915.2
SB03035A1B05.f1,DV956193,100224137,1A,NC_044999.1,+,14993172,15004075,TRMU,XM_030255919.2
SB03050A2D04.f1,DV961410,100227996,1A,NC_044999.1,+,15221629,15297958,GRAMD4,XM_030255936.2
SB03022B1D05.f1,DV952258,100227996,1A,NC_044999.1,+,15221629,15297958,GRAMD4,XM_030255936.2
SB03018B2G11.f1,DV951005,100227996,1A,NC_044999.1,+,15221629,15297958,GRAMD4,XM_030255936.2
SB03002B2H10.f1,DV945628,100190000,27,NC_045025.1,+,3354403,3359731,RPL23,XM_030255937.2
SB02048A1H11.f1,CK308996,100190000,27,NC_045025.1,+,3354403,3359731,RPL23,XM_030255937.2
SB03022A2C10.f1,DV952165,100221272,1A,NC_044999.1,+,15222063,15202623,LOC100221272,XM_030255947.2
SB010020000F06,CK235527,100232351,27,NC_045025.1,+,2765844,2781511,SMARCE1,XM_030255972.2
SB03038A1E02.f1,DV957180,100232351,27,NC_045025.1,+,2765844,2781511,SMARCE1,XM_030255975.2
SB02033A1C06.f1,CK306043,100232351,27,NC_045025.1,+,2765844,2781511,SMARCE1,XM_030255975.2
SB03011B1C02.f1,DV948598,100225105,1A,NC_044999.1,+,15458784,15415764,CERK,XM_030255987.2
SB02045B2E01.f1,CK308161,100225105,1A,NC_044999.1,+,15458784,15415764,CERK,XM_030255987.2
SB03041B1D06.f1,DV958398,100229946,27,NC_045025.1,+,1473459,1446944,KPNB1,XM_030255989.2
SB03041B2F02.f1,DV958495,100227482,27,NC_045025.1,+,3511854,3529836,PSMD11,XM_030255991.2
SB03028A2C09.f1,DV954073,100227482,27,NC_045025.1,+,3511854,3529836,PSMD11,XM_030255991.2
SB010009001G12,CK234872,100219856,27,NC_045025.1,+,2305573,2318368,STAT3,XM_030255995.2
SB03047B2A03.f1,DV960509,100220749,27,NC_045025.1,+,2979412,2997895,MED24,XM_030255997.2
SB03024B2C10.f1.A,DV953033,115490652,27,NC_045025.1,-,2952468,2959534,NR1D1,XM_030256004.2
SB02014A1H12.f2,CK303458,100224653,27,NC_045025.1,+,2945732,2939095,MSL1,XM_030256011.2
SB03050A2B01.f1,DV961384,100224653,27,NC_045025.1,+,2945732,2939095,MSL1,XM_030256012.2
SB02022A2G01.f1,CK304141,115490657,27,NC_045025.1,+,3944978,3952787,CCDC43,XM_030256036.2
SB03033A2B10.f1,DV955683,100223372,27,NC_045025.1,+,2289362,2304537,CAVIN1,XM_030256037.2
SB02028A1H03.f1,CK315904,100222731,27,NC_045025.1,+,2324315,2339303,LOC100222731,XM_030256041.2
SB03012B2G03.f1,DV949053,100217894,27,NC_045025.1,+,4190163,4205580,GOSR2,XM_030256047.2
SB010002000D09,CK234150,100217894,27,NC_045025.1,+,4190163,4205580,GOSR2,XM_030256047.2
SB03013B2C03.f1,DV949345,100217894,27,NC_045025.1,+,4190163,4205580,GOSR2,XM_030256049.2
SB03045A1B02.f1,DV959589,115490664,27,NC_045025.1,+,681875,688414,ATXN7L3,XM_030256069.2
SB03024A1B03.f1.A,DV952751,115490665,27,NC_045025.1,-,690519,688585,TMUB2,XM_030256071.2
SB02022A1G05.f1,CK303971,115490665,27,NC_045025.1,+,690519,688585,TMUB2,XM_030256071.2
SB02008A1G03.f1,CK311127,100225617,27,NC_045025.1,+,627357,587982,MAPT,XM_030256096.2
SB03028A1H06.f1,DV954046,100226494,27,NC_045025.1,+,3811842,3795246,NMT1,XM_030256119.2
SB02035B1G12.f1,CK312719,100226494,27,NC_045025.1,+,3811842,3795246,NMT1,XM_030256119.2
SB02016A1A02.f1,CK302540,100223196,1A,NC_044999.1,+,17957763,17983272,ZBED4,XM_030256142.2
SB03027B2H08.f1,DV953962,101233791,27,NC_045025.1,+,2185975,2182597,VPS25,XM_030256144.2
SB03016A1A11.f1,DV950010,101233791,27,NC_045025.1,+,2185975,2182597,VPS25,XM_030256144.2
SB02029B2H11.f1,CK305629,101233791,27,NC_045025.1,+,2185975,2182597,VPS25,XM_030256144.2
SB02048B2H02.f1,CK309249,100223196,1A,NC_044999.1,-,17957763,17983272,ZBED4,XM_030256147.2
SB02036B2G05.f1,CK313154,100223196,1A,NC_044999.1,+,17957763,17983272,ZBED4,XM_030256147.2
SB03030A1H11.f1,DV954701,100223196,1A,NC_044999.1,+,17957763,17983272,ZBED4,XM_030256156.2
SB03043A1B02.f1,DV958887,100226550,27,NC_045025.1,+,3011094,3005476,PSMD3,XM_030256160.2
SB010018000E06,CK235236,100226550,27,NC_045025.1,+,3011094,3005476,PSMD3,XM_030256160.2
SB02020B2C02.f1.A,CK317138,100228663,27,NC_045025.1,+,720204,729627,LSM12,XM_030256174.2
SB03023A2H06.f1,DV952559,100228059,1A,NC_044999.1,+,18004465,17989079,ALG12,XM_030256185.2
SB03026B2E09.f1,DV953685,100226121,27,NC_045025.1,+,1512349,1519100,MRPL45,XM_030256188.2
SB02038B1E07.f1.A,CK313781,115490685,27,NC_045025.1,+,3143954,3139081,PPP1R1B,XM_030256189.2
SB03040B1A07.f1,DV958016,100220301,1A,NC_044999.1,+,18004672,18017511,CRELD2,XM_030256191.2
SB010023000C05,CK235751,100220301,1A,NC_044999.1,+,18004672,18017511,CRELD2,XM_030256191.2
SB03019A2E02.f1,DV951145,115490689,27,NC_045025.1,+,3106413,3111663,PGAP3,XM_030256201.2
SB03047B1B08.f1,DV960441,100217486,27,NC_045025.1,+,1534380,1544703,SOCS7,XM_030256203.2
SB02031A1C08.f1,CK305675,100221387,27,NC_045025.1,+,1042060,1046020,ATP5MC1,XM_030256204.2
SB03023B2H11.f1,DV952737,100228494,27,NC_045025.1,+,646203,659528,SLC4A1,XM_030256208.2
SB03048B2F09.f1,DV960919,100225799,Un,NULL,+,NULL,NULL,NEUROD2,XM_030256218.2
SB03025B1F11.f2,DV953331,100231343,27,NC_045025.1,+,2853113,2871276,TOP2A,XM_030256219.2
SB02020B2B12.f1,CK317136,100229885,1A,NC_044999.1,+,18294619,18289555,PIM3,XM_030256220.2
SB02019B1G01.f1,CK316658,100229885,1A,NC_044999.1,+,18294619,18289555,PIM3,XM_030256220.2
SB010014000D12,CK234943,100227487,27,NC_045025.1,+,129366,280173,TANC2,XM_030256222.2
SB03016B1E12.f1,DV950212,100227487,27,NC_045025.1,+,129366,280173,TANC2,XM_030256224.2
SB03016B1B07.f1,DV950178,100230293,27,NC_045025.1,+,284754,280548,LOC100230293,XM_030256233.2
SB02037B2H12.f1,CK313526,100221719,27,NC_045025.1,+,2506192,2530437,ACLY,XM_030256236.2
SB03032B1G12.f1,DV955493,100228479,27,NC_045025.1,+,2344063,2356646,LOC100228479,XM_030256239.2
SB02049B2E02.f1,CK309560,100228479,27,NC_045025.1,+,2344063,2356646,LOC100228479,XM_030256239.2
SB03016A2C01.f1.A,DV950098,100232300,27,NC_045025.1,+,2531723,2538007,KLHL11,XM_030256242.2
SB03028B2D01.f1,DV954237,100217884,27,NC_045025.1,+,2405639,2464510,ZNF385C,XM_030256249.2
SB03002A1B05.f1,DV945302,100220746,27,NC_045025.1,+,2466647,2488503,DNAJC7,XM_030256250.2
SB02014A2F10.f2,CK303523,100220746,27,NC_045025.1,+,2466647,2488503,DNAJC7,XM_030256250.2
SB03028A1C09.f1,DV953993,100220746,27,NC_045025.1,+,2466647,2488503,DNAJC7,XM_030256251.2
SB03018A2G11.f1,DV950827,100229995,27,NC_045025.1,+,2542600,2547541,NT5C3B,XM_030256256.2
SB02046A1G12.f1,CK308310,100218873,27,NC_045025.1,+,2466614,2464445,NKIRAS2,XM_030256258.2
SB02011B2B02.f1,CK312384,105760335,27,NC_045025.1,+,1338269,1325166,NFE2L1,XM_030256271.2
SB02044B2F12.f1,CK307877,105760335,27,NC_045025.1,+,1338269,1325166,NFE2L1,XM_030256272.2
SB02024B1A11.f1,CK315212,105760335,27,NC_045025.1,+,1338269,1325166,NFE2L1,XM_030256272.2
SB02028A1B03.f1.A,CK315840,115490706,27,NC_045025.1,+,1387491,1393526,SCRN2,XM_030256277.2
SB02044B1A08.f1,CK307736,115490708,27,NC_045025.1,+,1393764,1397879,MRPL10,XM_030256289.2
SB03040B1F12.f1,DV958072,100220281,27,NC_045025.1,+,1313892,1322592,CBX1,XM_030256302.2
SB03030A2D12.f1,DV954738,100221671,27,NC_045025.1,+,3493756,3439643,GPATCH8,XM_030256310.2
SB03017B2A03.f1,DV950582,100221671,27,NC_045025.1,+,3493756,3439643,GPATCH8,XM_030256310.2
SB02030B1H01.f1,CK316287,115490716,27,NC_045025.1,+,3430608,3420022,FAM171A2,XM_030256319.2
SB03038B1G01.f1,DV957384,100232014,27,NC_045025.1,+,1683015,1705743,MLLT6,XM_030256351.2
SB02027B2E04.f1,CK305283,100218860,27,NC_045025.1,+,2041013,2021458,NBR1,XM_030256353.2
SB03012A2H09.f1,DV948906,100218860,27,NC_045025.1,+,2041013,2021458,NBR1,XM_030256354.2
SB03012A2H01.f1,DV948901,100222269,1A,NC_044999.1,-,19223613,19244314,PANX2,XM_030256359.2
SB03018A1G09.f1,DV950735,100220701,27,NC_045025.1,+,1903624,1928109,MPP3,XM_030256364.2
SB02042B2E01.f1,CK307165,100220701,27,NC_045025.1,+,1903624,1928109,MPP3,XM_030256365.2
SB03037B1B07.f1,DV956978,100228475,27,NC_045025.1,+,1991754,2005082,ETV4,XM_030256369.2
SB03038B2C10.f1,DV957432,100218814,27,NC_045025.1,+,2156906,2160943,BECN1,XM_030256372.2
SB02010B2B06.f1,CK312038,100218810,27,NC_045025.1,+,1756063,1733001,PIP4K2B,XM_030256373.2
SB02006B1B01.f1,CK310514,100218810,27,NC_045025.1,+,1756063,1733001,PIP4K2B,XM_030256373.2
SB03030A2H12.f1,DV954779,100219794,27,NC_045025.1,+,2121524,2126067,LOC100219794,XM_030256374.2
SB03012A2B09.f1,DV948848,100219794,27,NC_045025.1,+,2121524,2126067,LOC100219794,XM_030256374.2
SB02045A1D02.f1,CK307942,100219794,27,NC_045025.1,+,2121524,2126067,LOC100219794,XM_030256374.2
SB02042A1C03.f1,CK306889,100227525,27,NC_045025.1,+,2085596,2068733,RND2,XM_030256375.2
SB02006A1G06.f1,CK310493,100227525,27,NC_045025.1,+,2085596,2068733,RND2,XM_030256375.2
SB02024A2G01.f1,CK315361,100220251,1A,NC_044999.1,+,19281678,19314213,TRABD,XM_030256376.2
SB02005A2A10.f1,CK310192,100217881,27,NC_045025.1,+,2093767,2102036,VAT1,XM_030256377.2
SB03032B2G05.f1,DV955562,100230288,27,NC_045025.1,+,1879088,1874527,SDR39U1,XM_030256381.2
SB03014A2B11.f1,DV949502,100230288,27,NC_045025.1,+,1879088,1874527,SDR39U1,XM_030256381.2
SB03047B1A02.f1,DV960426,100230288,27,NC_045025.1,+,1879088,1874527,SDR39U1,XM_030256384.2
SB03050B2H12.f1,DV961637,100232346,27,NC_045025.1,+,1931067,1938266,DUSP3,XM_030256395.2
SB02022A1A03.f1,CK317546,100232346,27,NC_045025.1,+,1931067,1938266,DUSP3,XM_030256395.2
SB03015A1A12.f1,DV949731,100220251,1A,NC_044999.1,+,19281678,19314213,TRABD,XM_030256398.2
SB03033B1G01.f1,DV955812,115490730,27,NC_045025.1,+,1709019,1711294,CISD3,XM_030256399.2
SB02012B1H08.f1,CK301538,105758914,27,NC_045025.1,+,1930993,1927946,LOC105758914,XM_030256401.2
SB03007B2H08.f1,DV947370,100221666,27,NC_045025.1,+,3206564,3175973,CDK12,XM_030256411.2
SB03039B2A06.f1,DV957758,101233675,27,NC_045025.1,+,2247813,2244279,MLX,XM_030256430.2
SB02037B2E03.f1,CK313465,101233675,27,NC_045025.1,+,2247813,2244279,MLX,XM_030256430.2
SB02006A1H07.f1,CK310452,100225101,1A,NC_044999.1,+,19466862,19434980,MAPK11,XM_030256437.2
SB03013B1B07.f1,DV949257,100229310,27,NC_045025.1,+,2287003,2259752,ATP6V0A1,XM_030256471.2
SB02046A2D06.f1,CK308358,100229310,27,NC_045025.1,+,2287003,2259752,ATP6V0A1,XM_030256472.2
SB02028A2E11.f1,CK316042,100229310,27,NC_045025.1,+,2287003,2259752,ATP6V0A1,XM_030256473.2
SB02004B1G07.f1,CK309874,100229310,27,NC_045025.1,+,2287003,2259752,ATP6V0A1,XM_030256478.2
SB02026B1A08.f1,CK315569,100223633,27,NC_045025.1,+,369379,404014,MAP3K3,XM_030256489.2
SB03026B2H06.f1,DV953711,100226498,27,NC_045025.1,+,446805,436336,CCDC47,XM_030256490.2
SB03031A2A03.f1,DV955025,100219406,1A,NC_044999.1,+,19888553,19902166,ZNF800,XM_030256492.2
SB02039A2G01.f1,CK314390,100230347,27,NC_045025.1,+,435319,423988,STRADA,XM_030256495.2
SB03051B1B05.f1,DV961829,751963,1A,NC_044999.1,+,19933092,20248073,GRM8,XM_030256506.2
SB02040B2A05.f1,CK314839,751963,1A,NC_044999.1,+,19933092,20248073,GRM8,XM_030256511.2
SB03006A2G08.f1,DV946829,101234131,28,NC_045026.1,+,3046419,3040834,RFXANK,XM_030256515.2
SB02031B2D05.f1,CK305961,100219505,28,NC_045026.1,+,5509177,5523710,GNA11,XM_030256534.2
SB02017B2E08.f1,CK303243,100219505,28,NC_045026.1,+,5509177,5523710,GNA11,XM_030256534.2
SB03038B1C12.f1,DV957348,100221367,28,NC_045026.1,+,4280267,4317113,GNG7,XM_030256543.2
SB010021000G01,CK235438,100221367,28,NC_045026.1,+,4280267,4317113,GNG7,XM_030256543.2
SB03035A2E06.f1,DV956312,115490800,28,NC_045026.1,+,2791207,2801463,FCHO1,XM_030256555.2
SB02037A1B10.f1,CK313224,100232002,28,NC_045026.1,+,2858497,2850815,NR2F6,XM_030256571.2
SB02018B2F11.f1.A,CK303882,100228092,28,NC_045026.1,+,5378894,5366345,BSG,XM_030256596.2
SB02008A1A03.f1,CK311089,100228092,28,NC_045026.1,+,5378894,5366345,BSG,XM_030256598.2
SB02049B2A08.f1,CK309512,100229022,28,NC_045026.1,+,5624062,5605674,LOC100229022,XM_030256599.2
SB02043B1B08.f1,CK307453,100229022,28,NC_045026.1,+,5624062,5605674,LOC100229022,XM_030256599.2
SB02034A2A08.f1,CK306461,100227175,28,NC_045026.1,+,5624172,5640138,LOC100227175,XM_030256602.2
SB02037A2C02.f1,CK313283,100218525,28,NC_045026.1,+,5562820,5599693,CELF5,XM_030256605.2
SB02030B1F07.f1,CK316270,100225201,28,NC_045026.1,+,4554275,4626578,KDM4B,XM_030256610.2
SB02049A2F01.f1,CK309407,100225201,28,NC_045026.1,+,4554275,4626578,KDM4B,XM_030256611.2
SB03047A1D11.f1,DV960298,100217525,28,NC_045026.1,+,5261686,5234506,PTBP1,XM_030256614.2
SB03030A2F07.f1,DV954753,100217525,28,NC_045026.1,+,5261686,5234506,PTBP1,XM_030256615.2
SB03048A1C07.f1,DV960620,100228869,1A,NC_044999.1,+,21169113,21218997,WASL,XM_030256624.2
SB03032B2A05.f1,DV955503,100228869,1A,NC_044999.1,+,21169113,21218997,WASL,XM_030256624.2
SB02029A2E11.f1,CK305465,100228869,1A,NC_044999.1,+,21169113,21218997,WASL,XM_030256624.2
SB03029B1C02.f1,DV954489,100220425,28,NC_045026.1,+,5677684,5684081,TMEM38A,XM_030256625.2
SB03009B1F01.f1,DV947937,105758493,28,NC_045026.1,+,5677684,5674465,SMIM7,XM_030256626.2
SB03010B2G09.f1,DV948388,100223305,28,NC_045026.1,+,1791301,1805582,SIN3B,XM_030256627.2
SB02044B2A01.f1,CK307814,100223305,28,NC_045026.1,+,1791301,1805582,SIN3B,XM_030256627.2
SB02022A2H12.f1,CK304162,100223305,28,NC_045026.1,+,1791301,1805582,SIN3B,XM_030256627.2
SB02003B2G06.f1,CK309744,100223305,28,NC_045026.1,+,1791301,1805582,SIN3B,XM_030256627.2
SB03031A2H01.f1,DV955101,100218451,28,NC_045026.1,+,3126922,3139801,SUGP2,XM_030256631.2
SB03028B2C06.f1,DV954230,100218451,28,NC_045026.1,+,3126922,3139801,SUGP2,XM_030256631.2
SB02038A1D08.f1,CK313566,100218451,28,NC_045026.1,-,3126922,3139801,SUGP2,XM_030256631.2
SB02031A2D01.f1,CK305765,100218451,28,NC_045026.1,-,3126922,3139801,SUGP2,XM_030256631.2
SB03006A2F10.f1,DV946820,100218451,28,NC_045026.1,+,3126922,3139801,SUGP2,XM_030256632.2
SB03043B2G11.f1,DV959212,100221382,28,NC_045026.1,+,404744,426642,LOC100221382,XM_030256635.2
SB03023B1F07.f1,DV952628,100221382,28,NC_045026.1,+,404744,426642,LOC100221382,XM_030256635.2
SB03006B2D02.f1,DV946966,100225272,28,NC_045026.1,+,2280397,2249082,MLLT1,XM_030256637.2
SB03008B1G10.f1,DV947607,100225261,28,NC_045026.1,+,3360000,3411653,ELL,XM_030256638.2
SB020002000A05,CK301206,100225261,28,NC_045026.1,+,3360000,3411653,ELL,XM_030256638.2
SB03032B1F10.f1,DV955482,100225261,28,NC_045026.1,+,3360000,3411653,ELL,XM_030256639.2
SB03008A2E09.f1,DV947501,100225261,28,NC_045026.1,+,3360000,3411653,ELL,XM_030256639.2
SB02039B1F01.f1,CK314461,100218469,28,NC_045026.1,+,1612793,1631902,SCAMP4,XM_030256642.2
